product_type,product_subtype,storage_duration,temperature,humidity,packaging_condition,target_class,target_status,group_id,paneer_mean_temperature,paneer_min_temperature,paneer_max_temperature,paneer_temperature_std,paneer_temperature_range,paneer_temperature_excursion_count,paneer_time_above_safe_threshold_ratio,paneer_mean_rh,paneer_min_rh,paneer_max_rh,paneer_rh_std,paneer_rh_range,paneer_compressor_on_ratio,paneer_compressor_cycle_count,paneer_fridge_open_count,paneer_fridge_open_ratio,paneer_storage_day,dryer_type,storage_months,storage_duration_days,dryer_type_CMD,dryer_type_TD,packaging_None,packaging_HDPE,packaging_LDPE,fruit_Mango,fruit_Pineapple
paneer,paneer,2,3.743065693430657,36.74306569343065,refrigerated,0,FRESH,2,3.743065693430657,2.3,5.7,0.9826818377402315,3.4000000000000004,50.0,0.364963503649635,36.74306569343065,35.3,38.7,0.982681837740232,3.4000000000000057,0.656934306569343,2.0,1.0,0.0072992700729927,2.0,,,,,,,,,,
paneer,paneer,2,3.743065693430657,36.74306569343065,refrigerated,0,FRESH,2,3.743065693430657,2.3,5.7,0.9826818377402315,3.4000000000000004,50.0,0.364963503649635,36.74306569343065,35.3,38.7,0.982681837740232,3.4000000000000057,0.656934306569343,2.0,1.0,0.0072992700729927,2.0,,,,,,,,,,
paneer,paneer,2,3.743065693430657,36.74306569343065,refrigerated,0,FRESH,2,3.743065693430657,2.3,5.7,0.9826818377402315,3.4000000000000004,50.0,0.364963503649635,36.74306569343065,35.3,38.7,0.982681837740232,3.4000000000000057,0.656934306569343,2.0,1.0,0.0072992700729927,2.0,,,,,,,,,,
paneer,paneer,3,3.945652173913043,36.94565217391305,refrigerated,0,FRESH,3,3.945652173913043,2.3,5.7,0.9778058523112422,3.4000000000000004,66.0,0.4782608695652174,36.94565217391305,35.3,38.7,0.9778058523112422,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,3.0,,,,,,,,,,
paneer,paneer,3,3.945652173913043,36.94565217391305,refrigerated,0,FRESH,3,3.945652173913043,2.3,5.7,0.9778058523112422,3.4000000000000004,66.0,0.4782608695652174,36.94565217391305,35.3,38.7,0.9778058523112422,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,3.0,,,,,,,,,,
paneer,paneer,3,3.945652173913043,36.94565217391305,refrigerated,0,FRESH,3,3.945652173913043,2.3,5.7,0.9778058523112422,3.4000000000000004,66.0,0.4782608695652174,36.94565217391305,35.3,38.7,0.9778058523112422,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,3.0,,,,,,,,,,
paneer,paneer,3,3.945652173913043,36.94565217391305,refrigerated,0,FRESH,3,3.945652173913043,2.3,5.7,0.9778058523112422,3.4000000000000004,66.0,0.4782608695652174,36.94565217391305,35.3,38.7,0.9778058523112422,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,3.0,,,,,,,,,,
paneer,paneer,3,3.945652173913043,36.94565217391305,refrigerated,0,FRESH,3,3.945652173913043,2.3,5.7,0.9778058523112422,3.4000000000000004,66.0,0.4782608695652174,36.94565217391305,35.3,38.7,0.9778058523112422,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,3.0,,,,,,,,,,
paneer,paneer,4,4.010869565217392,37.01086956521739,refrigerated,0,FRESH,4,4.010869565217392,2.3,5.7,0.992485153585794,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.992485153585794,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,4.0,,,,,,,,,,
paneer,paneer,4,4.010869565217392,37.01086956521739,refrigerated,0,FRESH,4,4.010869565217392,2.3,5.7,0.992485153585794,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.992485153585794,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,4.0,,,,,,,,,,
paneer,paneer,4,4.010869565217392,37.01086956521739,refrigerated,0,FRESH,4,4.010869565217392,2.3,5.7,0.992485153585794,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.992485153585794,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,4.0,,,,,,,,,,
paneer,paneer,4,4.010869565217392,37.01086956521739,refrigerated,0,FRESH,4,4.010869565217392,2.3,5.7,0.992485153585794,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.992485153585794,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,4.0,,,,,,,,,,
paneer,paneer,4,4.010869565217392,37.01086956521739,refrigerated,0,FRESH,4,4.010869565217392,2.3,5.7,0.992485153585794,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.992485153585794,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,4.0,,,,,,,,,,
paneer,paneer,5,4.056521739130434,37.05652173913043,refrigerated,1,WARNING,5,4.056521739130434,2.3,5.7,0.985103284641498,3.4000000000000004,70.0,0.5072463768115942,37.05652173913043,35.3,38.7,0.985103284641498,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,5.0,,,,,,,,,,
paneer,paneer,5,4.056521739130434,37.05652173913043,refrigerated,1,WARNING,5,4.056521739130434,2.3,5.7,0.985103284641498,3.4000000000000004,70.0,0.5072463768115942,37.05652173913043,35.3,38.7,0.985103284641498,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,5.0,,,,,,,,,,
paneer,paneer,5,4.056521739130434,37.05652173913043,refrigerated,1,WARNING,5,4.056521739130434,2.3,5.7,0.985103284641498,3.4000000000000004,70.0,0.5072463768115942,37.05652173913043,35.3,38.7,0.985103284641498,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,5.0,,,,,,,,,,
paneer,paneer,5,4.056521739130434,37.05652173913043,refrigerated,1,WARNING,5,4.056521739130434,2.3,5.7,0.985103284641498,3.4000000000000004,70.0,0.5072463768115942,37.05652173913043,35.3,38.7,0.985103284641498,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,5.0,,,,,,,,,,
paneer,paneer,5,4.056521739130434,37.05652173913043,refrigerated,1,WARNING,5,4.056521739130434,2.3,5.7,0.985103284641498,3.4000000000000004,70.0,0.5072463768115942,37.05652173913043,35.3,38.7,0.985103284641498,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,5.0,,,,,,,,,,
paneer,paneer,6,4.050000000000001,37.05,refrigerated,1,WARNING,6,4.050000000000001,2.3,5.7,1.0181149105157496,3.4000000000000004,74.0,0.5362318840579711,37.05,35.3,38.7,1.0181149105157496,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,6.0,,,,,,,,,,
paneer,paneer,6,4.050000000000001,37.05,refrigerated,1,WARNING,6,4.050000000000001,2.3,5.7,1.0181149105157496,3.4000000000000004,74.0,0.5362318840579711,37.05,35.3,38.7,1.0181149105157496,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,6.0,,,,,,,,,,
paneer,paneer,6,4.050000000000001,37.05,refrigerated,1,WARNING,6,4.050000000000001,2.3,5.7,1.0181149105157496,3.4000000000000004,74.0,0.5362318840579711,37.05,35.3,38.7,1.0181149105157496,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,6.0,,,,,,,,,,
paneer,paneer,6,4.050000000000001,37.05,refrigerated,1,WARNING,6,4.050000000000001,2.3,5.7,1.0181149105157496,3.4000000000000004,74.0,0.5362318840579711,37.05,35.3,38.7,1.0181149105157496,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,6.0,,,,,,,,,,
paneer,paneer,6,4.050000000000001,37.05,refrigerated,1,WARNING,6,4.050000000000001,2.3,5.7,1.0181149105157496,3.4000000000000004,74.0,0.5362318840579711,37.05,35.3,38.7,1.0181149105157496,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,6.0,,,,,,,,,,
paneer,paneer,7,3.9868613138686135,36.98686131386861,refrigerated,1,WARNING,7,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68.0,0.4963503649635036,36.98686131386861,35.3,38.7,1.00450209318782,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,7.0,,,,,,,,,,
paneer,paneer,7,3.9868613138686135,36.98686131386861,refrigerated,1,WARNING,7,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68.0,0.4963503649635036,36.98686131386861,35.3,38.7,1.00450209318782,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,7.0,,,,,,,,,,
paneer,paneer,7,3.9868613138686135,36.98686131386861,refrigerated,1,WARNING,7,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68.0,0.4963503649635036,36.98686131386861,35.3,38.7,1.00450209318782,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,7.0,,,,,,,,,,
paneer,paneer,7,3.9868613138686135,36.98686131386861,refrigerated,1,WARNING,7,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68.0,0.4963503649635036,36.98686131386861,35.3,38.7,1.00450209318782,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,7.0,,,,,,,,,,
paneer,paneer,7,3.9868613138686135,36.98686131386861,refrigerated,1,WARNING,7,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68.0,0.4963503649635036,36.98686131386861,35.3,38.7,1.00450209318782,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,7.0,,,,,,,,,,
paneer,paneer,8,3.902173913043478,36.90217391304348,refrigerated,2,SPOILED,8,3.902173913043478,2.3,5.7,0.9688232359454828,3.4000000000000004,62.0,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,0.6666666666666666,2.0,1.0,0.0072463768115942,8.0,,,,,,,,,,
paneer,paneer,8,3.902173913043478,36.90217391304348,refrigerated,2,SPOILED,8,3.902173913043478,2.3,5.7,0.9688232359454828,3.4000000000000004,62.0,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,0.6666666666666666,2.0,1.0,0.0072463768115942,8.0,,,,,,,,,,
paneer,paneer,8,3.902173913043478,36.90217391304348,refrigerated,2,SPOILED,8,3.902173913043478,2.3,5.7,0.9688232359454828,3.4000000000000004,62.0,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,0.6666666666666666,2.0,1.0,0.0072463768115942,8.0,,,,,,,,,,
paneer,paneer,8,3.902173913043478,36.90217391304348,refrigerated,2,SPOILED,8,3.902173913043478,2.3,5.7,0.9688232359454828,3.4000000000000004,62.0,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,0.6666666666666666,2.0,1.0,0.0072463768115942,8.0,,,,,,,,,,
paneer,paneer,8,3.902173913043478,36.90217391304348,refrigerated,2,SPOILED,8,3.902173913043478,2.3,5.7,0.9688232359454828,3.4000000000000004,62.0,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,0.6666666666666666,2.0,1.0,0.0072463768115942,8.0,,,,,,,,,,
paneer,paneer,9,3.9565217391304346,36.95652173913044,refrigerated,2,SPOILED,9,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66.0,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,9.0,,,,,,,,,,
paneer,paneer,9,3.9565217391304346,36.95652173913044,refrigerated,2,SPOILED,9,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66.0,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,9.0,,,,,,,,,,
paneer,paneer,9,3.9565217391304346,36.95652173913044,refrigerated,2,SPOILED,9,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66.0,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,9.0,,,,,,,,,,
paneer,paneer,9,3.9565217391304346,36.95652173913044,refrigerated,2,SPOILED,9,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66.0,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,9.0,,,,,,,,,,
paneer,paneer,9,3.9565217391304346,36.95652173913044,refrigerated,2,SPOILED,9,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66.0,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,9.0,,,,,,,,,,
paneer,paneer,10,4.010869565217392,37.01086956521739,refrigerated,2,SPOILED,10,4.010869565217392,2.3,5.7,0.9990346632370104,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,10.0,,,,,,,,,,
paneer,paneer,10,4.010869565217392,37.01086956521739,refrigerated,2,SPOILED,10,4.010869565217392,2.3,5.7,0.9990346632370104,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,10.0,,,,,,,,,,
paneer,paneer,10,4.010869565217392,37.01086956521739,refrigerated,2,SPOILED,10,4.010869565217392,2.3,5.7,0.9990346632370104,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,10.0,,,,,,,,,,
paneer,paneer,10,4.010869565217392,37.01086956521739,refrigerated,2,SPOILED,10,4.010869565217392,2.3,5.7,0.9990346632370104,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,10.0,,,,,,,,,,
paneer,paneer,10,4.010869565217392,37.01086956521739,refrigerated,2,SPOILED,10,4.010869565217392,2.3,5.7,0.9990346632370104,3.4000000000000004,66.0,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,0.6376811594202898,3.0,1.0,0.0072463768115942,10.0,,,,,,,,,,
paneer,paneer,11,4.0630434782608695,37.063043478260866,refrigerated,2,SPOILED,11,4.0630434782608695,2.3,5.7,0.9850385181136888,3.4000000000000004,71.0,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,11.0,,,,,,,,,,
paneer,paneer,11,4.0630434782608695,37.063043478260866,refrigerated,2,SPOILED,11,4.0630434782608695,2.3,5.7,0.9850385181136888,3.4000000000000004,71.0,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,11.0,,,,,,,,,,
paneer,paneer,11,4.0630434782608695,37.063043478260866,refrigerated,2,SPOILED,11,4.0630434782608695,2.3,5.7,0.9850385181136888,3.4000000000000004,71.0,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,11.0,,,,,,,,,,
paneer,paneer,11,4.0630434782608695,37.063043478260866,refrigerated,2,SPOILED,11,4.0630434782608695,2.3,5.7,0.9850385181136888,3.4000000000000004,71.0,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,11.0,,,,,,,,,,
paneer,paneer,11,4.0630434782608695,37.063043478260866,refrigerated,2,SPOILED,11,4.0630434782608695,2.3,5.7,0.9850385181136888,3.4000000000000004,71.0,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,0.6304347826086957,3.0,1.0,0.0072463768115942,11.0,,,,,,,,,,
paneer,paneer,12,4.048175182481752,37.04817518248176,refrigerated,2,SPOILED,12,4.048175182481752,2.3,5.7,1.0215990178405143,3.4000000000000004,73.0,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,12.0,,,,,,,,,,
paneer,paneer,12,4.048175182481752,37.04817518248176,refrigerated,2,SPOILED,12,4.048175182481752,2.3,5.7,1.0215990178405143,3.4000000000000004,73.0,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,12.0,,,,,,,,,,
paneer,paneer,12,4.048175182481752,37.04817518248176,refrigerated,2,SPOILED,12,4.048175182481752,2.3,5.7,1.0215990178405143,3.4000000000000004,73.0,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,12.0,,,,,,,,,,
paneer,paneer,12,4.048175182481752,37.04817518248176,refrigerated,2,SPOILED,12,4.048175182481752,2.3,5.7,1.0215990178405143,3.4000000000000004,73.0,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,12.0,,,,,,,,,,
paneer,paneer,12,4.048175182481752,37.04817518248176,refrigerated,2,SPOILED,12,4.048175182481752,2.3,5.7,1.0215990178405143,3.4000000000000004,73.0,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,0.6277372262773723,3.0,1.0,0.0072992700729927,12.0,,,,,,,,,,
paneer,paneer,13,3.802898550724638,36.80289855072464,refrigerated,2,SPOILED,13,3.802898550724638,2.3,5.7,0.9022469558930024,3.4000000000000004,55.0,0.3985507246376811,36.80289855072464,35.3,38.7,0.9022469558930024,3.4000000000000057,0.6086956521739131,2.0,1.0,0.0072463768115942,13.0,,,,,,,,,,
paneer,paneer,13,3.802898550724638,36.80289855072464,refrigerated,2,SPOILED,13,3.802898550724638,2.3,5.7,0.9022469558930024,3.4000000000000004,55.0,0.3985507246376811,36.80289855072464,35.3,38.7,0.9022469558930024,3.4000000000000057,0.6086956521739131,2.0,1.0,0.0072463768115942,13.0,,,,,,,,,,
paneer,paneer,13,3.802898550724638,36.80289855072464,refrigerated,2,SPOILED,13,3.802898550724638,2.3,5.7,0.9022469558930024,3.4000000000000004,55.0,0.3985507246376811,36.80289855072464,35.3,38.7,0.9022469558930024,3.4000000000000057,0.6086956521739131,2.0,1.0,0.0072463768115942,13.0,,,,,,,,,,
paneer,paneer,13,3.802898550724638,36.80289855072464,refrigerated,2,SPOILED,13,3.802898550724638,2.3,5.7,0.9022469558930024,3.4000000000000004,55.0,0.3985507246376811,36.80289855072464,35.3,38.7,0.9022469558930024,3.4000000000000057,0.6086956521739131,2.0,1.0,0.0072463768115942,13.0,,,,,,,,,,
paneer,paneer,13,3.802898550724638,36.80289855072464,refrigerated,2,SPOILED,13,3.802898550724638,2.3,5.7,0.9022469558930024,3.4000000000000004,55.0,0.3985507246376811,36.80289855072464,35.3,38.7,0.9022469558930024,3.4000000000000057,0.6086956521739131,2.0,1.0,0.0072463768115942,13.0,,,,,,,,,,
dried_fruit,Mango,0,,,HDPE,1,WARNING,Mango|CMD|HDPE,,,,,,,,,,,,,,,,,,CMD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
dried_fruit,Mango,90,,,HDPE,1,WARNING,Mango|CMD|HDPE,,,,,,,,,,,,,,,,,,CMD,3.0,90.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
dried_fruit,Mango,180,,,HDPE,2,SPOILED,Mango|CMD|HDPE,,,,,,,,,,,,,,,,,,CMD,6.0,180.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
dried_fruit,Mango,0,,,LDPE,2,SPOILED,Mango|CMD|LDPE,,,,,,,,,,,,,,,,,,CMD,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
dried_fruit,Mango,90,,,LDPE,2,SPOILED,Mango|CMD|LDPE,,,,,,,,,,,,,,,,,,CMD,3.0,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
dried_fruit,Mango,180,,,LDPE,2,SPOILED,Mango|CMD|LDPE,,,,,,,,,,,,,,,,,,CMD,6.0,180.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
dried_fruit,Mango,0,,,HDPE,0,FRESH,Mango|TD|HDPE,,,,,,,,,,,,,,,,,,TD,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dried_fruit,Mango,90,,,HDPE,1,WARNING,Mango|TD|HDPE,,,,,,,,,,,,,,,,,,TD,3.0,90.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dried_fruit,Mango,180,,,HDPE,2,SPOILED,Mango|TD|HDPE,,,,,,,,,,,,,,,,,,TD,6.0,180.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dried_fruit,Mango,0,,,LDPE,0,FRESH,Mango|TD|LDPE,,,,,,,,,,,,,,,,,,TD,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
dried_fruit,Mango,90,,,LDPE,1,WARNING,Mango|TD|LDPE,,,,,,,,,,,,,,,,,,TD,3.0,90.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
dried_fruit,Mango,180,,,LDPE,2,SPOILED,Mango|TD|LDPE,,,,,,,,,,,,,,,,,,TD,6.0,180.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
dried_fruit,Pineapple,0,,,HDPE,1,WARNING,Pineapple|CMD|HDPE,,,,,,,,,,,,,,,,,,CMD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
dried_fruit,Pineapple,90,,,HDPE,1,WARNING,Pineapple|CMD|HDPE,,,,,,,,,,,,,,,,,,CMD,3.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
dried_fruit,Pineapple,180,,,HDPE,2,SPOILED,Pineapple|CMD|HDPE,,,,,,,,,,,,,,,,,,CMD,6.0,180.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
dried_fruit,Pineapple,0,,,LDPE,2,SPOILED,Pineapple|CMD|LDPE,,,,,,,,,,,,,,,,,,CMD,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
dried_fruit,Pineapple,90,,,LDPE,2,SPOILED,Pineapple|CMD|LDPE,,,,,,,,,,,,,,,,,,CMD,3.0,90.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
dried_fruit,Pineapple,180,,,LDPE,2,SPOILED,Pineapple|CMD|LDPE,,,,,,,,,,,,,,,,,,CMD,6.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
dried_fruit,Pineapple,0,,,HDPE,0,FRESH,Pineapple|TD|HDPE,,,,,,,,,,,,,,,,,,TD,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
dried_fruit,Pineapple,90,,,HDPE,1,WARNING,Pineapple|TD|HDPE,,,,,,,,,,,,,,,,,,TD,3.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
dried_fruit,Pineapple,180,,,HDPE,2,SPOILED,Pineapple|TD|HDPE,,,,,,,,,,,,,,,,,,TD,6.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
dried_fruit,Pineapple,0,,,LDPE,0,FRESH,Pineapple|TD|LDPE,,,,,,,,,,,,,,,,,,TD,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
